Lab,Compound,Exp,Conc.,Rep,Viability,IL-18,Fold,Dunnett,Reason for,,,,,,
(no.),(no.),,(µg/ml),,(rel %),(pg/µg),increase,(s/ns),repeating,,,,,,
,,,,,,,,,,,,,,,
3,66,1,62.5,2,,,,,,,,,,,
3,66,1,62.5,3,,,,,,,,,,,
3,66,1,62.5,4,,,,,,,,,,,
3,66,1,125,1,90.439,10.027,1.047,,,,,,,,
3,66,1,125,2,88.889,10.307,1.076,,,,,,,,
3,66,1,125,3,85.271,10.297,1.075,,,,,,,,
3,66,1,125,4,100.258,10.073,1.052,,,,,,,,
3,66,1,250,1,87.855,6.996,0.730,,,,,,,,
3,66,1,250,2,86.822,9.597,1.002,,,,,,,,
3,66,1,250,3,84.238,10.389,1.085,,,,,,,,
3,66,1,250,4,100.258,9.941,1.038,,,,,,,,
3,66,1,500,1,77.003,10.632,1.110,,,,,,,,
3,66,1,500,2,76.486,12.902,1.347,,,,,,,,
3,66,1,500,3,88.372,11.188,1.168,,,,,,,,
3,66,1,500,4,86.822,11.567,1.208,,,,,,,,
3,66,2,62.5,1,89.564,7.197,1.075,ns,,,,,,,
3,66,2,62.5,2,90.375,11.305,1.688,,,,,,,,
3,66,2,62.5,3,91.996,6.559,0.979,,,,,,,,
3,66,2,62.5,4,91.591,9.722,1.452,,,,,,,,
3,66,2,125,1,83.891,3.706,0.553,,,,,,,,
3,66,2,125,2,82.270,11.879,1.774,,,,,,,,
3,66,2,125,3,82.270,9.563,1.428,,,,,,,,
3,66,2,125,4,87.943,9.782,1.461,,,,,,,,
3,66,2,250,1,81.459,6.310,0.942,,,,,,,,
3,66,2,250,2,81.054,9.230,1.378,,,,,,,,
3,66,2,250,3,81.054,9.232,1.378,,,,,,,,
3,66,2,250,4,86.727,8.485,1.267,,,,,,,,
3,66,2,500,1,77.406,10.498,1.568,,,"conc. toxic (CV < 80%), but visually it appears as if less cells are present as compared to the other wells in the 96-wells plate",,,,,
3,66,2,500,2,78.622,9.746,1.455,,,,,,,,
3,66,2,500,3,76.596,10.303,1.538,,,,,,,,
3,66,2,500,4,82.675,9.108,1.360,,,,,,,,
3,66,3,62.5,1,103.191,9.983,1.436,ns,,,,,,,
3,66,3,62.5,2,95.213,8.984,1.293,,,,,,,,
3,66,3,62.5,3,93.617,11.052,1.590,,,,,,,,
3,66,3,62.5,4,105.319,11.412,1.642,,,,,,,,
3,66,3,125,1,95.213,8.871,1.276,,,,,,,,
3,66,3,125,2,86.702,3.524,0.507,,,,,,,,
3,66,3,125,3,87.766,10.066,1.448,,,,,,,,
3,66,3,125,4,103.191,9.387,1.351,,,,,,,,
3,66,3,250,1,92.553,9.102,1.310,,,,,,,,
3,66,3,250,2,87.766,10.571,1.521,,,,,,,,
3,66,3,250,3,87.766,9.980,1.436,,,,,,,,
3,66,3,250,4,93.617,9.959,1.433,,,,,,,,
3,66,3,500,1,86.702,6.726,0.968,,,,,,,,
3,66,3,500,2,80.851,6.758,0.972,,,,,,,,
3,66,3,500,3,80.319,2.998,0.431,,,,,,,,
3,66,3,500,4,88.830,8.459,1.217,,,,,,,,
3,67,1,37.5,1,110.775,111.683,2.479,s,,,,,,,
3,67,1,37.5,2,104.330,133.303,2.959,,,,,,,,
3,67,1,37.5,3,102.719,98.511,2.186,,,,,,,,
3,67,1,37.5,4,101.511,107.884,2.394,,,,,,,,
3,67,1,75,1,110.373,55.871,1.240,,,,,,,,
3,67,1,75,2,106.747,62.571,1.389,,,,,,,,
3,67,1,75,3,101.108,61.603,1.367,,,,,,,,
3,67,1,75,4,98.288,49.085,1.089,,,,,,,,
3,67,1,150,1,111.984,65.333,1.450,,,,,,,,
3,67,1,150,2,111.178,94.534,2.098,,,,,,,,
3,67,1,150,3,112.790,76.696,1.702,,,,,,,,
3,67,1,150,4,110.775,85.212,1.891,,,,,,,,
3,67,1,300,1,110.373,95.987,2.130,,,,,,,,
3,67,1,300,2,107.150,49.441,1.097,,,,,,,,
3,67,1,300,3,105.539,86.385,1.917,,,,,,,,
3,67,1,300,4,101.108,50.832,1.128,,,,,,,,
3,67,2,37.5,1,104.550,35.931,0.696,ns,,,,,,,
3,67,2,37.5,2,99.903,53.614,1.039,,,,,,,,
3,67,2,37.5,3,96.805,42.513,0.824,,,,,,,,
3,67,2,37.5,4,99.129,63.255,1.226,,,,,,,,
3,67,2,75,1,102.227,25.204,0.489,,,,,,,,
3,67,2,75,2,102.614,31.928,0.619,,,,,,,,
3,67,2,75,3,101.065,39.053,0.757,,,,,,,,
3,67,2,75,4,95.644,44.035,0.854,,,,,,,,
3,67,2,150,1,101.839,56.456,1.094,,,,,,,,
3,67,2,150,2,100.290,36.752,0.712,,,,,,,,
3,67,2,150,3,100.290,67.058,1.300,,,,,,,,
3,67,2,150,4,99.129,42.520,0.824,,,,,,,,
3,67,2,300,1,101.839,70.511,1.367,,,,,,,,
3,67,2,300,2,99.516,39.806,0.772,,,,,,,,
3,67,2,300,3,95.257,43.269,0.839,,,,,,,,
3,67,2,300,4,86.350,39.691,0.769,,,,,,,,
3,67,3,37.5,1,99.428,64.616,1.131,ns,"Pos control does not meet acceptance criteria (fold increase <1,3, P>0,05)",,,,,,
3,67,3,37.5,2,101.390,60.844,1.065,,,,,,,,
3,67,3,37.5,3,96.484,92.184,1.614,,,,,,,,
3,67,3,37.5,4,98.119,49.503,0.866,,,,,,,,
3,67,3,75,1,97.465,47.559,0.832,,,,,,,,
3,67,3,75,2,98.446,63.914,1.119,,,,,,,,
3,67,3,75,3,95.176,60.494,1.059,,,,,,,,
3,67,3,75,4,98.774,39.107,0.685,,,,,,,,
3,67,3,150,1,99.428,46.840,0.820,,,,,,,,
3,67,3,150,2,100.736,65.750,1.151,,,,,,,,
3,67,3,150,3,102.371,49.340,0.864,,,,,,,,
3,67,3,150,4,98.119,72.757,1.274,,,,,,,,
3,67,3,300,1,94.195,53.311,0.933,,,,,,,,
3,67,3,300,2,96.484,52.334,0.916,,,,,,,,
3,67,3,300,3,90.924,35.849,0.627,,,,,,,,
3,67,3,300,4,85.364,21.469,0.376,,,,,,,,
3,67,3_R,37.5,1,95.531,0.698,0.979,ns,,,,,,,
3,67,3_R,37.5,2,102.793,0.665,0.933,,,,,,,,
3,67,3_R,37.5,3,108.380,0.773,1.083,,,,,,,,
3,67,3_R,37.5,4,110.615,0.634,0.889,,,,,,,,
3,67,3_R,75,1,115.642,0.739,1.036,,,,,,,,
3,67,3_R,75,2,105.587,0.840,1.177,,,,,,,,
3,67,3_R,75,3,111.173,0.660,0.925,,,,,,,,
3,67,3_R,75,4,120.670,0.725,1.017,,,,,,,,
3,67,3_R,150,1,105.028,0.716,1.004,,,,,,,,
3,67,3_R,150,2,106.145,0.757,1.062,,,,,,,,
3,67,3_R,150,3,117.318,0.641,0.899,,,,,,,,
3,67,3_R,150,4,110.056,0.561,0.787,,,,,,,,
3,67,3_R,300,1,107.263,0.586,0.821,,,,,,,,
3,67,3_R,300,2,104.469,0.916,1.284,,,,,,,,
3,67,3_R,300,3,103.352,0.879,1.232,,,,,,,,
3,67,3_R,300,4,107.821,0.690,0.968,,,,,,,,
3,68,1,5,1,96.466,39.955,0.998,ns,,,,,,,
3,68,1,5,2,94.387,38.526,0.962,,,,,,,,
3,68,1,5,3,99.376,40.329,1.007,,,,,,,,
3,68,1,5,4,103.950,45.694,1.141,,,,,,,,
3,68,1,10,1,100.624,36.157,0.903,,,,,,,,
3,68,1,10,2,99.376,39.265,0.981,,,,,,,,
3,68,1,10,3,99.376,42.903,1.071,,,,,,,,
3,68,1,10,4,104.782,42.746,1.068,,,,,,,,
3,68,1,20,1,104.782,36.326,0.907,,,,,,,,
3,68,1,20,2,100.624,41.021,1.024,,,,,,,,
3,68,1,20,3,85.655,38.089,0.951,,,,,,,,
3,68,1,20,4,93.971,39.312,0.982,,,,,,,,
3,68,1,40,1,103.950,38.596,0.964,,,,,,,,
3,68,1,40,2,98.960,36.636,0.915,,,,,,,,
3,68,1,40,3,101.040,41.114,1.027,,,,,,,,
3,68,1,40,4,93.971,41.545,1.038,,,,,,,,
3,68,2,5,1,107.042,44.071,1.128,s,,,,,,,
3,68,2,5,2,102.347,44.266,1.133,,,,,,,,
3,68,2,5,3,100.000,43.050,1.102,,,,,,,,
3,68,2,5,4,103.286,42.334,1.084,,,,,,,,
3,68,2,10,1,101.878,37.734,0.966,,,,,,,,
3,68,2,10,2,101.408,35.693,0.914,,,,,,,,
3,68,2,10,3,101.878,30.912,0.791,,,,,,,,
3,68,2,10,4,102.817,34.179,0.875,,,,,,,,
3,68,2,20,1,100.000,40.158,1.028,,,,,,,,
3,68,2,20,2,97.653,45.016,1.153,,,,,,,,
3,68,2,20,3,94.836,34.564,0.885,,,,,,,,
3,68,2,20,4,96.244,40.519,1.037,,,,,,,,
3,68,2,40,1,100.939,42.009,1.076,,,,,,,,
3,68,2,40,2,93.897,47.930,1.227,,,,,,,,
3,68,2,40,3,95.305,43.178,1.106,,,,,,,,
3,68,2,40,4,100.469,42.142,1.079,,,,,,,,
3,68,3,5,1,98.669,38.605,0.802,ns,,,,,,,
3,68,3,5,2,96.213,38.481,0.800,,,,,,,,
3,68,3,5,3,94.575,40.125,0.834,,,,,,,,
3,68,3,5,4,100.716,35.886,0.746,,,,,,,,
3,68,3,10,1,105.220,38.637,0.803,,,,,,,,
3,68,3,10,2,103.173,52.045,1.082,,,,,,,,
3,68,3,10,3,101.945,35.593,0.740,,,,,,,,
3,68,3,10,4,101.945,34.804,0.723,,,,,,,,
3,68,3,20,1,106.858,43.008,0.894,,,,,,,,
3,68,3,20,2,111.361,45.853,0.953,,,,,,,,
3,68,3,20,3,114.637,40.490,0.841,,,,,,,,
3,68,3,20,4,106.858,38.229,0.794,,,,,,,,
3,68,3,40,1,104.811,42.428,0.882,,,,,,,,
3,68,3,40,2,102.354,45.441,0.944,,,,,,,,
3,68,3,40,3,98.260,43.463,0.903,,,,,,,,
3,68,3,40,4,99.079,46.205,0.960,,,,,,,,
3,69,1,37.5,1,99.471,9.675,1.553,ns,,,,,,,
3,69,1,37.5,2,97.778,10.390,1.668,,,,,,,,
3,69,1,37.5,3,97.354,9.212,1.479,,,,,,,,
3,69,1,37.5,4,102.434,6.263,1.005,,,,,,,,
3,69,1,75,1,91.852,7.232,1.161,,,,,,,,
3,69,1,75,2,90.582,7.544,1.211,,,,,,,,
3,69,1,75,3,91.005,4.503,0.723,,,,,,,,
3,69,1,75,4,91.852,8.652,1.389,,,,,,,,
3,69,1,150,1,90.159,4.148,0.666,,,,,,,,
3,69,1,150,2,94.815,5.649,0.907,,,,,,,,
3,69,1,150,3,95.661,4.801,0.771,,,,,,,,
3,69,1,150,4,89.312,8.853,1.421,,,,,,,,
3,69,1,300,1,91.852,5.762,0.925,,,,,,,,
3,69,1,300,2,90.582,6.479,1.040,,,,,,,,
3,69,1,300,3,91.005,4.445,0.714,,,,,,,,
3,69,1,300,4,90.159,6.673,1.071,,,,,,,,
3,69,2,37.5,1,92.035,3.123,0.683,ns,"Pos control does not meet acceptance criteria (P>0,05)",,,,,,
3,69,2,37.5,2,88.496,2.745,0.601,,,,,,,,
3,69,2,37.5,3,87.906,4.431,0.969,,,,,,,,
3,69,2,37.5,4,91.445,2.750,0.602,,,,,,,,
3,69,2,75,1,83.776,4.929,1.078,,,,,,,,
3,69,2,75,2,81.416,2.487,0.544,,,,,,,,
3,69,2,75,3,81.416,4.001,0.875,,,,,,,,
3,69,2,75,4,86.136,7.502,1.641,,,,,,,,
3,69,2,150,1,83.186,3.729,0.816,,,,,,,,
3,69,2,150,2,79.056,1.791,0.392,,,,,,,,
3,69,2,150,3,79.056,7.495,1.640,,,,,,,,
3,69,2,150,4,84.956,3.139,0.687,,,,,,,,
3,69,2,300,1,82.596,2.478,0.542,,,,,,,,
3,69,2,300,2,86.136,0.000,0.000,,,,,,,,
3,69,2,300,3,84.956,3.393,0.742,,,,,,,,
3,69,2,300,4,87.316,5.920,1.295,,,,,,,,
3,69,3,37.5,1,91.154,5.878,1.126,s,,,,,,,
3,69,3,37.5,2,86.154,5.403,1.035,,,,,,,,
3,69,3,37.5,3,82.692,5.236,1.003,,,,,,,,
3,69,3,37.5,4,83.846,5.230,1.002,,,,,,,,
3,69,3,75,1,85.769,5.574,1.068,,,,,,,,
3,69,3,75,2,84.231,4.251,0.814,,,,,,,,
3,69,3,75,3,82.692,4.763,0.913,,,,,,,,
3,69,3,75,4,84.615,5.684,1.089,,,,,,,,
3,69,3,150,1,80.000,3.615,0.693,,,,,,,,
3,69,3,150,2,96.923,3.313,0.635,,,,,,,,
3,69,3,150,3,90.769,3.161,0.606,,,,,,,,
3,69,3,150,4,86.538,4.542,0.870,,,,,,,,
3,69,3,300,1,77.692,5.634,1.080,,,conc. toxic (CV < 80%),,,,,
3,69,3,300,2,80.385,6.496,1.245,,,,,,,,
3,69,3,300,3,76.154,7.106,1.361,,,,,,,,
3,69,3,300,4,79.231,6.732,1.290,,,,,,,,
3,69,2_R,37.5,1,83.748,0.733,1.535,s,,,,,,,
3,69,2_R,37.5,2,85.277,0.543,1.139,,,,,,,,
3,69,2_R,37.5,3,87.189,0.563,1.180,,,,,,,,
3,69,2_R,37.5,4,87.954,0.580,1.214,,,,,,,,
3,69,2_R,75,1,87.189,0.563,1.179,,,,,,,,
3,69,2_R,75,2,85.277,0.537,1.125,,,,,,,,
3,69,2_R,75,3,82.600,0.630,1.320,,,,,,,,
3,69,2_R,75,4,90.249,0.639,1.339,,,,,,,,
3,69,2_R,150,1,84.895,0.678,1.420,,,,,,,,
3,69,2_R,150,2,87.189,0.640,1.340,,,,,,,,
3,69,2_R,150,3,84.895,0.634,1.328,,,,,,,,
3,69,2_R,150,4,87.189,0.557,1.167,,,,,,,,
3,69,2_R,300,1,78.394,0.495,1.038,,,conc. toxic (CV < 80%),,,,,
3,69,2_R,300,2,75.335,0.491,1.028,,,,,,,,
3,69,2_R,300,3,73.805,0.478,1.002,,,,,,,,
3,69,2_R,300,4,77.247,0.570,1.193,,,,,,,,
3,70,1,40,1,100.919,39.201,0.997,s,,,,,,,
3,70,1,40,2,96.425,40.719,1.035,,,,,,,,
3,70,1,40,3,90.296,66.345,1.687,,,,,,,,
3,70,1,40,4,97.242,37.123,0.944,,,,,,,,
3,70,1,80,1,98.468,26.925,0.685,,,,,,,,
3,70,1,80,2,97.651,37.366,0.950,,,,,,,,
3,70,1,80,3,93.565,51.692,1.314,,,,,,,,
3,70,1,80,4,90.705,43.540,1.107,,,,,,,,
3,70,1,160,1,94.382,41.200,1.047,,,,,,,,
3,70,1,160,2,94.791,39.581,1.006,,,,,,,,
3,70,1,160,3,90.296,63.781,1.622,,,,,,,,
3,70,1,160,4,82.533,31.139,0.792,,,,,,,,
3,70,1,320,1,87.845,38.688,0.984,,,,,,,,
3,70,1,320,2,89.479,85.993,2.186,,,,,,,,
3,70,1,320,3,77.630,70.307,1.787,,,,,,,,
3,70,1,320,4,80.490,76.827,1.953,,,,,,,,
3,70,2,40,1,101.487,40.479,1.090,ns,,,,,,,
3,70,2,40,2,95.937,51.166,1.378,,,,,,,,
3,70,2,40,3,93.162,44.919,1.210,,,,,,,,
3,70,2,40,4,101.487,25.069,0.675,,,,,,,,
3,70,2,80,1,98.712,47.642,1.283,,,,,,,,
3,70,2,80,2,93.558,44.798,1.207,,,,,,,,
3,70,2,80,3,91.972,26.845,0.723,,,,,,,,
3,70,2,80,4,93.558,36.013,0.970,,,,,,,,
3,70,2,160,1,91.972,24.250,0.653,,,,,,,,
3,70,2,160,2,86.422,36.984,0.996,,,,,,,,
3,70,2,160,3,86.819,48.689,1.312,,,,,,,,
3,70,2,160,4,97.126,48.807,1.315,,,,,,,,
3,70,2,320,1,88.801,42.131,1.135,,,,,,,,
3,70,2,320,2,85.233,41.184,1.109,,,,,,,,
3,70,2,320,3,85.629,57.128,1.539,,,,,,,,
3,70,2,320,4,88.008,44.413,1.196,,,,,,,,
3,70,3,40,1,103.193,41.748,1.043,ns,,,,,,,
3,70,3,40,2,97.063,41.270,1.031,,,,,,,,
3,70,3,40,3,101.149,41.125,1.027,,,,,,,,
3,70,3,40,4,99.106,32.337,0.808,,,,,,,,
3,70,3,80,1,100.639,38.243,0.955,,,,,,,,
3,70,3,80,2,95.019,37.766,0.943,,,,,,,,
3,70,3,80,3,96.552,43.438,1.085,,,,,,,,
3,70,3,80,4,98.084,39.174,0.978,,,,,,,,
3,70,3,160,1,83.269,29.951,0.748,,,,,,,,
3,70,3,160,2,92.465,45.566,1.138,,,,,,,,
3,70,3,160,3,91.954,43.614,1.089,,,,,,,,
3,70,3,160,4,97.063,34.327,0.857,,,,,,,,
3,70,3,320,1,75.096,40.008,0.999,,,,,,,,
3,70,3,320,2,81.226,48.047,1.200,,,,,,,,
3,70,3,320,3,86.845,51.143,1.277,,,,,,,,
3,70,3,320,4,96.041,27.804,0.694,,,,,,,,
3,71,1,125,1,104.615,50.482,1.027,ns,,,,,,,
3,71,1,125,2,97.515,53.516,1.089,,,,,,,,
3,71,1,125,3,103.195,59.440,1.209,,,,,,,,
3,71,1,125,4,97.988,55.927,1.138,,,,,,,,
3,71,1,250,1,99.882,48.594,0.989,,,,,,,,
3,71,1,250,2,94.201,46.350,0.943,,,,,,,,
3,71,1,250,3,107.929,46.581,0.948,,,,,,,,
3,71,1,250,4,106.509,47.264,0.962,,,,,,,,
3,71,1,500,1,103.195,52.498,1.068,,,,,,,,
3,71,1,500,2,93.254,45.719,0.930,,,,,,,,
3,71,1,500,3,96.568,40.112,0.816,,,,,,,,
3,71,1,500,4,100.355,58.059,1.181,,,,,,,,
3,71,1,1000,1,97.988,51.263,1.043,,,,,,,,
3,71,1,1000,2,91.361,48.301,0.983,,,,,,,,
3,71,1,1000,3,100.355,50.060,1.018,,,,,,,,
3,71,1,1000,4,97.515,49.597,1.009,,,,,,,,
3,71,2,125,1,110.877,43.233,0.928,ns,,,,,,,
3,71,2,125,2,102.924,44.524,0.956,,,,,,,,
3,71,2,125,3,98.713,51.744,1.111,,,,,,,,
3,71,2,125,4,101.988,41.016,0.881,,,,,,,,
3,71,2,250,1,109.006,42.707,0.917,,,,,,,,
3,71,2,250,2,102.456,43.221,0.928,,,,,,,,
3,71,2,250,3,101.520,41.468,0.890,,,,,,,,
3,71,2,250,4,101.520,45.918,0.986,,,,,,,,
3,71,2,500,1,96.842,35.923,0.771,,,,,,,,
3,71,2,500,2,96.842,49.365,1.060,,,,,,,,
3,71,2,500,3,89.357,48.907,1.050,,,,,,,,
3,71,2,500,4,89.357,54.725,1.175,,,,,,,,
3,71,2,1000,1,110.409,49.455,1.062,,,,,,,,
3,71,2,1000,2,101.053,52.925,1.137,,,,,,,,
3,71,2,1000,3,100.117,52.127,1.119,,,,,,,,
3,71,2,1000,4,95.906,49.955,1.073,,,,,,,,
3,71,3,125,1,106.606,52.770,1.096,ns,,,,,,,
3,71,3,125,2,99.317,46.296,0.961,,,,,,,,
3,71,3,125,3,100.683,45.516,0.945,,,,,,,,
3,71,3,125,4,104.784,51.086,1.061,,,,,,,,
3,71,3,250,1,101.139,51.127,1.061,,,,,,,,
3,71,3,250,2,99.317,47.826,0.993,,,,,,,,
3,71,3,250,3,97.950,41.434,0.860,,,,,,,,
3,71,3,250,4,102.050,45.600,0.947,,,,,,,,
3,71,3,500,1,102.506,45.956,0.954,,,,,,,,
3,71,3,500,2,102.961,45.201,0.938,,,,,,,,
3,71,3,500,3,109.339,44.815,0.930,,,,,,,,
3,71,3,500,4,116.173,42.316,0.879,,,,,,,,
3,71,3,1000,1,106.150,61.577,1.278,,,,,,,,
3,71,3,1000,2,97.950,48.348,1.004,,,,,,,,
3,71,3,1000,3,102.506,43.031,0.893,,,,,,,,
3,71,3,1000,4,103.417,46.485,0.965,,,,,,,,
3,72,1,10,1,95.540,86.026,1.033,ns,,,,,,,
3,72,1,10,2,96.729,58.914,0.708,,,,,,,,
3,72,1,10,3,95.144,88.246,1.060,,,,,,,,
3,72,1,10,4,97.126,70.553,0.847,,,,,,,,
3,72,1,20,1,99.504,87.179,1.047,,,,,,,,
3,72,1,20,2,97.919,83.082,0.998,,,,,,,,
3,72,1,20,3,97.919,81.605,0.980,,,,,,,,
3,72,1,20,4,105.055,92.784,1.115,,,,,,,,
3,72,1,40,1,101.487,88.536,1.063,,,,,,,,
3,72,1,40,2,96.729,83.668,1.005,,,,,,,,
3,72,1,40,3,96.729,88.082,1.058,,,,,,,,
3,72,1,40,4,100.694,77.992,0.937,,,,,,,,
3,72,1,80,1,95.937,81.005,0.973,,,,,,,,
3,72,1,80,2,88.801,81.638,0.981,,,,,,,,
3,72,1,80,3,91.972,94.076,1.130,,,,,,,,
3,72,1,80,4,90.387,101.747,1.222,,,,,,,,
3,72,2,10,1,111.495,90.256,1.125,ns,,,,,,,
3,72,2,10,2,110.275,88.791,1.107,,,,,,,,
3,72,2,10,3,104.171,87.950,1.096,,,,,,,,
3,72,2,10,4,107.426,73.602,0.917,,,,,,,,
3,72,2,20,1,115.158,85.125,1.061,,,,,,,,
3,72,2,20,2,111.902,106.142,1.323,,,,,,,,
3,72,2,20,3,107.833,97.093,1.210,,,,,,,,
3,72,2,20,4,96.846,92.317,1.151,,,,,,,,
3,72,2,40,1,111.495,92.579,1.154,,,,,,,,
3,72,2,40,2,113.937,86.918,1.083,,,,,,,,
3,72,2,40,3,111.495,83.559,1.042,,,,,,,,
3,72,2,40,4,102.136,83.457,1.040,,,,,,,,
3,72,2,80,1,124.110,86.457,1.078,,,,,,,,
3,72,2,80,2,119.227,80.491,1.003,,,,,,,,
3,72,2,80,3,113.937,86.812,1.082,,,,,,,,
3,72,2,80,4,117.192,109.415,1.364,,,,,,,,
3,72,3,10,1,99.798,73.985,0.850,ns,,,,,,,
3,72,3,10,2,96.566,84.649,0.973,,,,,,,,
3,72,3,10,3,99.798,86.682,0.996,,,,,,,,
3,72,3,10,4,105.859,74.356,0.855,,,,,,,,
3,72,3,20,1,95.758,73.685,0.847,,,,,,,,
3,72,3,20,2,105.051,84.393,0.970,,,,,,,,
3,72,3,20,3,94.949,102.696,1.181,,,,,,,,
3,72,3,20,4,108.283,131.884,1.516,,,,,,,,
3,72,3,40,1,103.434,103.217,1.186,,,,,,,,
3,72,3,40,2,96.970,96.859,1.113,,,,,,,,
3,72,3,40,3,93.333,95.870,1.102,,,,,,,,
3,72,3,40,4,95.758,88.179,1.014,,,,,,,,
3,72,3,80,1,96.162,82.770,0.951,,,,,,,,
3,72,3,80,2,88.485,83.885,0.964,,,,,,,,
3,72,3,80,3,90.909,83.782,0.963,,,,,,,,
3,72,3,80,4,95.758,85.936,0.988,,,,,,,,
3,73,1,62.5,1,95.372,76.953,1.146,ns,"fold increase pos control < 1,3 but P< 0,05",,,,,,
3,73,1,62.5,2,96.177,82.643,1.231,,,,,,,,
3,73,1,62.5,3,93.360,75.794,1.129,,,,,,,,
3,73,1,62.5,4,92.958,128.447,1.913,,,,,,,,
3,73,1,125,1,96.579,101.594,1.513,,,,,,,,
3,73,1,125,2,94.970,73.026,1.088,,,,,,,,
3,73,1,125,3,90.543,72.580,1.081,,,,,,,,
3,73,1,125,4,91.348,65.313,0.973,,,,,,,,
3,73,1,250,1,90.141,97.527,1.453,,,,,,,,
3,73,1,250,2,92.153,67.010,0.998,,,,,,,,
3,73,1,250,3,88.531,100.251,1.493,,,,,,,,
3,73,1,250,4,90.141,76.665,1.142,,,,,,,,
3,73,1,500,1,84.507,46.745,0.696,,,,,,,,
3,73,1,500,2,82.495,77.369,1.152,,,,,,,,
3,73,1,500,3,80.885,62.036,0.924,,,,,,,,
3,73,1,500,4,86.519,69.391,1.034,,,,,,,,
3,73,2,62.5,1,104.230,62.167,0.811,ns,,,,,,,
3,73,2,62.5,2,89.679,69.564,0.907,,,,,,,,
3,73,2,62.5,3,83.249,73.658,0.960,,,,,,,,
3,73,2,62.5,4,82.234,70.021,0.913,,,,,,,,
3,73,2,125,1,92.724,74.374,0.970,,,,,,,,
3,73,2,125,2,82.910,35.001,0.456,,,,,,,,
3,73,2,125,3,81.218,80.222,1.046,,,,,,,,
3,73,2,125,4,82.910,32.891,0.429,,,,,,,,
3,73,2,250,1,79.865,205.107,2.674,,,conc. toxic (CV < 80%),,,,,
3,73,2,250,2,74.112,41.497,0.541,,,,,,,,
3,73,2,250,3,71.404,60.248,0.786,,,,,,,,
3,73,2,250,4,78.173,70.633,0.921,,,,,,,,
3,73,2,500,1,78.173,71.034,0.926,,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,2,500,2,73.096,40.552,0.529,,,,,,,,
3,73,2,500,3,71.066,58.852,0.767,,,,,,,,
3,73,2,500,4,77.157,110.035,1.435,,,,,,,,
3,73,3,62.5,1,77.966,86.463,0.835,ns,"fold increase pos control < 1,3 but P< 0,05","conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3,62.5,2,73.305,58.753,0.567,,,,,,,,
3,73,3,62.5,3,75.847,81.544,0.788,,,,,,,,
3,73,3,62.5,4,90.254,79.882,0.771,,,,,,,,
3,73,3,125,1,71.610,89.063,0.860,,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3,125,2,66.949,11.417,0.110,,,,,,,,
3,73,3,125,3,67.373,84.493,0.816,,,,,,,,
3,73,3,125,4,78.814,115.537,1.116,,,,,,,,
3,73,3,250,1,79.661,79.856,0.771,,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3,250,2,67.797,94.966,0.917,,,,,,,,
3,73,3,250,3,63.136,95.571,0.923,,,,,,,,
3,73,3,250,4,71.610,114.836,1.109,,,,,,,,
3,73,3,500,1,64.407,102.442,0.989,,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3,500,2,57.627,63.355,0.612,,,,,,,,
3,73,3,500,3,57.203,31.936,0.308,,,,,,,,
3,73,3,500,4,67.373,53.742,0.519,,,,,,,,
3,73,3_R,62.5,1,83.453,2.302,0.915,ns,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3_R,62.5,2,79.753,2.456,0.976,,,,,,,,
3,73,3_R,62.5,3,77.287,2.363,0.940,,,,,,,,
3,73,3_R,62.5,4,80.576,2.485,0.988,,,,,,,,
3,73,3_R,125,1,80.164,2.648,1.053,,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3_R,125,2,74.820,2.504,0.996,,,,,,,,
3,73,3_R,125,3,76.876,2.311,0.919,,,,,,,,
3,73,3_R,125,4,80.576,2.414,0.960,,,,,,,,
3,73,3_R,250,1,67.831,2.395,0.952,,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3_R,250,2,63.309,2.239,0.890,,,,,,,,
3,73,3_R,250,3,62.487,2.520,1.002,,,,,,,,
3,73,3_R,250,4,68.654,2.297,0.913,,,,,,,,
3,73,3_R,500,1,66.598,2.360,0.938,,,"conc. toxic (CV < 80%); visually cells looked happy, both in the 96-wells plate for MTT and in the 24-wells plate for IL-18 analysis",,,,,
3,73,3_R,500,2,61.254,2.176,0.865,,,,,,,,
3,73,3_R,500,3,61.254,1.975,0.785,,,,,,,,
3,73,3_R,500,4,66.187,2.039,0.811,,,,,,,,
